Date and Time,Voltage,TotalCurrent,Tank Mode: Left Y Axis,Tank Mode: Right Y Axis,Arcade Mode: Speed (1 to -1),Arcade Mode: Right X Axis,Drive Mode,UpperLimitSwitchState,LowerLimitSwitchState,StackerEncoderDistance,StackerMotorValue,Claw Pressure,Left Drive Speed,Right Drive Speed,X-position,Y-position,Heading,Traveled
20150210_054831291,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054832104,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054832916,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054833729,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054834541,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054835343,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054836155,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054836968,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054837765,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054838577,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054839383,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054840195,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054841008,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054841820,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054842626,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054843432,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054844243,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054845055,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054845868,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054846680,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054847493,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054848305,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054849118,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054849927,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054850740,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054851546,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054852352,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054853164,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054853977,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054854783,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054855595,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054856408,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054857220,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054858033,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054858810,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054859603,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054900399,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054901200,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054901986,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054902792,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054903564,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054904331,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054905103,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054905898,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054906684,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054907448,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054908221,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054909033,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054909839,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054910634,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054911446,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054912259,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054913072,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054913878,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054914690,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054915496,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054916308,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054917121,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054917924,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054918738,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054919550,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054920363,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054921175,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054921988,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054922800,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054923605,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054924418,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054925224,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054926036,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054926841,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054927653,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054928466,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054929278,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054930072,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054930882,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,0,0
20150210_054931690,0,0,0,0,0,0,Tank,0,0,1.7,0.5,-1,0,0,0,0,0,0
20150210_054932502,0,0,0,0,0,0,Tank,0,0,4.7,0,-1,0,0,0,0,0,0
20150210_054933308,0,0,0,0,0,0,Tank,0,0,6.3,0.5,-1,0,0,0,0,0,0
20150210_054934121,0,0,0,0,0,0,Tank,0,0,9,0,-1,0,0,0,0,0,0
20150210_054934933,0,0,0,0,0,0,Tank,0,0,7,0,-1,0,0,0,0,0,0
20150210_054935746,0,0,0,0,0,0,Tank,0,0,9.7,0.5,-1,0,0,0,0,0,0
20150210_054936558,0,0,0,0,0,0,Tank,0,0,13,0.5,-1,0,0,0,0,0,0
20150210_054937371,0,0,0,0,0,0,Tank,0,0,14.8,0,-1,0,0,0,0,0,0
20150210_054938183,0,0,0,0,0,0,Tank,0,0,14.8,0,-1,0,0,0,0,0,0
20150210_054938989,0,0,0,0,0,0,Tank,0,0,14.8,0,-1,0,0,0,0,0,0
20150210_054939795,0,0,0,0,0,0,Tank,0,0,14.8,0,-1,0,0,0,0,0,0
20150210_054940590,0,0,0,0,0,0,Tank,0,0,14.8,0,-1,0,0,0,0,0,0
20150210_054941402,0,0,0,0,0,0,Tank,0,0,14.8,0,-1,0,0,0,0,0,0
20150210_054942215,0,0,0,0,0,0,Tank,0,0,14.8,0,-1,0,0,0,0,0,0
20150210_054943028,0,0,0,0,0,0,Tank,0,0,14.8,0,-1,0,0,0,0,0,0
20150210_054943833,0,0,0,0,0,0,Tank,0,0,14.8,0,-1,0,0,0,0,0,0
20150210_054944646,0,0,0,0,0,0,Tank,0,0,14.8,0,-1,0,0,0,0,0,0
20150210_054945458,0,0,0,0,0,0,Tank,0,0,16.5,0,-1,0,0,0,0,0,0
20150210_054946271,0,0,0,0,0,0,Tank,0,0,16.7,0,-1,0,0,0,0,0,0
20150210_054947084,0,0,0,0,0,0,Tank,0,0,17.3,0,-1,0,0,0,0,0,0
20150210_054947890,0,0,0,0,0,0,Tank,0,0,17.5,0,-1,0,0,0,0,0,0
20150210_054948703,0,0,0,0,0,0,Tank,0,0,17.5,0,-1,0,0,0,0,0,0
20150210_054949515,0,0,0,0,0,0,Tank,0,0,17.5,0,-1,0,0,0,0,0,0
20150210_054950328,0,0,0,0,0,0,Tank,0,0,17.1,0,-1,0,0,0,0,0,0
20150210_054951140,0,0,0,0,0,0,Tank,0,0,17.1,0,-1,0,0,0,0,0,0
20150210_054951950,0,0,0,0,0,0,Tank,0,0,17.1,0,-1,0,0,0,0,0,0
20150210_054952762,0,0,0,0,0,0,Tank,0,0,17.1,0,-1,0,0,0,0,0,0
20150210_054953575,0,0,0,0,0,0,Tank,0,0,17.1,0,-1,0,0,0,0,0,0
20150210_054954387,0,0,0,0,0,0,Tank,0,0,17.1,0,-1,0,0,0,0,0,0
20150210_054955191,0,0,0,0,0,0,Tank,0,0,17.1,0,-1,0,0,0,0,0,0
20150210_054955982,0,0,0,0,0,0,Tank,0,0,17.1,0,-1,0,0,0,0,0,0
20150210_054956795,0,0,0,0,0,0,Tank,0,0,17.1,0,-1,0,0,0,0,0,0
20150210_054957607,0,0,0,0,0,0,Tank,0,0,17.1,0,-1,0,0,0,0,0,0
20150210_054958420,0,0,0,0,0,0,Tank,0,0,17.8,0.5,-1,0,0,0,0,0,0
20150210_054959232,0,0,0,0,0,0,Tank,0,0,18.6,-0.5,-1,0,0,0,0,0,0
20150210_055000045,0,0,0,0,0,0,Tank,0,0,15.3,-0.5,-1,0,0,0,0,0,0
20150210_055000839,0,0,0,0,0,0,Tank,0,0,12.1,-0.5,-1,0,0,0,0,0,0
20150210_055001654,0,0,0,0,0,0,Tank,0,0,9.8,-0.5,-1,0,0,0,0,0,0
20150210_055002467,0,0,0,0,0,0,Tank,0,0,7.5,0,-1,0,0,0,0,0,0
20150210_055003270,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055004082,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055004895,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055005716,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055006528,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055007341,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055008142,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055008955,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055009756,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055010569,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055011363,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055012167,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055012980,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055013792,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055014598,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055015400,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055016212,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055017025,0,0,0,0,0,0,Tank,0,0,6.6,0,-1,0,0,0,0,0,0
20150210_055017837,0,0,0,0,0,0,Tank,0,0,8.7,0.5,-1,0,0,0,0,0,0
20150210_055018650,0,0,0,0,0,0,Tank,0,0,9,-0.5,-1,0,0,0,0,0,0
20150210_055019441,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055020253,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055021066,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055021878,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055022694,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055023506,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055024319,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055025131,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055025944,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055026738,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055027545,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055028358,0,0,0,0,0,0,Tank,0,0,7.8,0,-1,0,0,0,0,0,0
20150210_055029172,0,0,0,0,0,0,Tank,0,0,9,0.5,-1,0,0,0,0,0,0
20150210_055029984,0,0,0,0,0,0,Tank,0,0,10.6,-0.5,-1,0,0,0,0,0,0
20150210_055030778,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055031591,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055032400,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055033213,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055034025,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055034838,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055035644,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055036453,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055037266,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055038078,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055038891,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055039703,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055040506,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055041318,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055042120,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055042932,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055043727,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055044540,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055045345,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055046158,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055046970,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,0,0
20150210_055047783,0,0,0,0,0,0,Tank,0,0,10.8,0.5,-1,0,0,0,0,0,0
20150210_055048595,0,0,0,0,0,0,Tank,0,0,12.2,0,-1,0,0,0,0,0,0
20150210_055049408,0,0,0,0,0,0,Tank,0,0,12.2,0,-1,0,0,0,0,0,0
20150210_055050223,0,0,0,0,0,0,Tank,0,0,12.2,0,-1,0,0,0,0,0,0
20150210_055051035,0,0,0,0,0,0,Tank,0,0,12.2,0,-1,0,0,0,0,0,0
20150210_055051840,0,0,0,0,0,0,Tank,0,0,12.2,0,-1,0,0,0,0,0,0
20150210_055052653,0,0,0,0,0,0,Tank,0,0,12.2,0,-1,0,0,0,0,0,0
20150210_055053462,0,0,0,0,0,0,Tank,0,0,13.2,0.5,-1,0,0,0,0,0,0
20150210_055054275,0,0,0,0,0,0,Tank,0,0,13.8,-0.5,-1,0,0,0,0,0,0
20150210_055055088,0,0,0,0,0,0,Tank,0,0,10.6,-0.5,-1,0,0,0,0,0,0
20150210_055055900,0,0,0,0,0,0,Tank,0,0,7.3,-0.5,-1,0,0,0,0,0,0
20150210_055056713,0,0,0,0,0,0,Tank,0,0,4.1,-0.5,-1,0,0,0,0,0,0
20150210_055057514,0,0,0,0,0,0,Tank,0,0,0.8,-0.5,-1,0,0,0,0,0,0
20150210_055058326,0,0,0,0,0,0,Tank,0,0,0.8,0.5,-1,0,0,0,0,0,0
20150210_055059127,0,0,0,0,0,0,Tank,0,0,4.1,0.5,-1,0,0,0,0,0,0
20150210_055059944,0,0,0,0,0,0,Tank,0,0,2.5,-0.5,-1,0,0,0,0,0,0
20150210_055100749,0,0,0,0,0,0,Tank,0,0,4.8,0.5,-1,0,0,0,0,0,0
20150210_055101544,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055102356,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055103169,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055103980,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055104793,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055105605,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055106418,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055107230,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055108036,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055108848,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055109661,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055110473,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055111261,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055112073,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055112867,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055113661,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055114474,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055115286,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055116077,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055116890,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055117702,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055118505,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055119318,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055120130,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055120943,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055121755,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055122568,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055123389,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055124201,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055125008,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055125821,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055126633,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055127446,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055128247,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055129060,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055129872,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055130685,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055131475,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055132270,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055133082,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055133876,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055134688,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055135501,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055136313,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055137126,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055137932,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055138745,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055139557,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055140370,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055141182,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055141988,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055142800,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055143598,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055144410,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055145223,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055146035,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055146835,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055147616,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055148428,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055149241,0,0,0,0,0,0,Tank,0,0,6.8,0.5,-1,0,0,0,0,0,0
20150210_055150053,0,0,0,0,0,0,Tank,0,0,9.1,-0.5,-1,0,0,0,0,0,0
20150210_055150867,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055151680,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055152485,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055153295,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055154108,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055154918,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055155723,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055156536,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055157345,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055158157,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055158964,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055159777,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055200581,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,0,0
20150210_055201391,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0.7,0.7,0,0,2.078275939,0
20150210_055202204,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0.7,0.7,0,0,4.922232487,0
20150210_055203006,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,5.140998376,0
20150210_055203822,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,5.140998376,0
20150210_055204636,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,5.140998376,0
20150210_055205449,0,0,0,0,0,0,Tank,0,0,6.5,0,-1,0,0,0,0,5.140998376,0
20150210_055206261,0,0,0,0,0,0,Tank,0,0,8.6,0.5,-1,0,0,0,0,5.140998376,0
20150210_055207078,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,5.140998376,0
20150210_055207890,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,5.140998376,0
20150210_055208703,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,5.140998376,0
20150210_055209515,0,0,0,0,0,0,Tank,0,0,8.8,0,-1,0,0,0,0,5.140998376,0
20150210_055210328,0,0,0,0,0,0,Tank,0,0,6.2,-0.5,-1,0,0,0,0,5.140998376,0
20150210_055211134,0,0,0,0,0,0,Tank,0,0,3,-0.5,-1,0,0,0,0,5.140998376,0
20150210_055211946,0,0,0,0,0,0,Tank,0,0,1.7,0,-1,0,0,0,0,5.140998376,0
20150210_055212752,0,0,0,0,0,0,Tank,0,0,0.8,-0.5,-1,0,0,0,0,5.140998376,0
20150210_055213564,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055214351,0,0,0,0,0,0,Tank,0,0,0.7,0,-1,0,0,0,0,5.140998376,0
20150210_055215145,0,0,0,0,0,0,Tank,0,0,0.1,-0.5,-1,0,0,0,0,5.140998376,0
20150210_055215958,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055216770,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055217572,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
20150210_055218384,0,0,0,0,0,0,Tank,0,1,0,0,-1,0,0,0,0,5.140998376,0
